Data.Precipitation,Date,Station.City,State,Temperature,Wind Speed
0.48,1/10/2016,Asheville,North Carolina,37,5.41
1.47,1/10/2016,Cape Hatteras,North Carolina,51,9.17
0.42,1/10/2016,Charlotte,North Carolina,40,6.12
0.39,1/10/2016,Greensboro,North Carolina,37,6.38
0.66,1/10/2016,Hickory,North Carolina,37,3.71
0.27,1/10/2016,Raleigh/Durham,North Carolina,40,4.97
0.34,1/10/2016,Wilmington,North Carolina,47,9.6
0,1/10/2016,Bismarck,North Dakota,10,4.98
0,1/10/2016,Dickinson,North Dakota,11,7.02
0.32,1/10/2016,Fargo,North Dakota,12,10.47
0,1/10/2016,Grand Forks,North Dakota,8,10.82
0.05,1/10/2016,Williston,North Dakota,10,4
0.74,1/10/2016,Akron,Ohio,31,7.15
0.81,1/10/2016,Cleveland,Ohio,32,7.94
0.78,1/10/2016,Columbus,Ohio,31,5.6
1.03,1/10/2016,Dayton,Ohio,32,8.08
1.03,1/10/2016,Mansfield,Ohio,31,8.05
0.85,1/10/2016,Toledo,Ohio,29,5.31
0.73,1/10/2016,Youngstown/Warren,Ohio,29,6.97
0.17,1/10/2016,Gage,Oklahoma,33,10.01
0.11,1/10/2016,Oklahoma City,Oklahoma,35,10.87
0.16,1/10/2016,Ponca City,Oklahoma,36,8.5
0.58,1/10/2016,Tulsa,Oklahoma,34,8.75
0.41,1/10/2016,Astoria,Oregon,43,5.88
0.2,1/10/2016,Burns,Oregon,18,2.02
0.43,1/10/2016,Eugene,Oregon,38,2.27
0.15,1/10/2016,Medford,Oregon,42,2.35
0.05,1/10/2016,Pendleton,Oregon,28,2.11
0.21,1/10/2016,Portland,Oregon,38,4.9
0.07,1/10/2016,Redmond,Oregon,29,2.47
0.27,1/10/2016,Salem,Oregon,37,1
1.07,1/10/2016,Allentown,Pennsylvania,32,4.77
0.58,1/10/2016,Erie,Pennsylvania,31,9.12
1.48,1/10/2016,Harrisburg,Pennsylvania,32,3.91
0.63,1/10/2016,Philadelphia,Pennsylvania,36,6.92
0.85,1/10/2016,Pittsburgh,Pennsylvania,29,5.15
1.26,1/10/2016,Wilkes-Barre/Scranton,Pennsylvania,29,4.54
1.78,1/10/2016,Williamsport,Pennsylvania,28,3.98
0.34,1/10/2016,San Juan,Puerto Rico,79,2.77
1.41,1/10/2016,Providence,Rhode Island,32,6.75
0.34,1/10/2016,Anderson,South Carolina,42,7.34
0,1/10/2016,Charleston,South Carolina,48,9.28
0.27,1/10/2016,Columbia,South Carolina,45,6.35
0.5,1/10/2016,Greer,South Carolina,40,6.34
0.04,1/10/2016,Aberdeen,South Dakota,15,9.91
0.04,1/10/2016,Huron,South Dakota,13,9.48
0,1/10/2016,Pierre,South Dakota,14,7
0,1/10/2016,Rapid City,South Dakota,17,6.81
0.31,1/10/2016,Sioux Falls,South Dakota,16,9.35
0.67,1/10/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,37,3.52
0.61,1/10/2016,Chattanooga,Tennessee,41,4.82
0.85,1/10/2016,Clarksville,Tennessee,36,5.98
0.94,1/10/2016,Crossville,Tennessee,37,5.44
0.32,1/10/2016,Knoxville,Tennessee,38,5
1.42,1/10/2016,Memphis,Tennessee,41,7.35
0.3,1/10/2016,Nashville,Tennessee,41,5.84
0.51,1/10/2016,Oak Ridge,Tennessee,39,1.45
0.04,1/10/2016,Abilene,Texas,42,7.08
0.08,1/10/2016,Amarillo,Texas,32,10.62
0.64,1/10/2016,Austin/Bergstrom,Texas,48,5.1
0.13,1/10/2016,Austin/City,Texas,50,2.2
2.19,1/10/2016,Beaumont/Port Arthur,Texas,53,8.84
0.1,1/10/2016,Brownsville,Texas,59,6.04
0.34,1/10/2016,Childress,Texas,37,6.71
1.21,1/10/2016,College Station,Texas,49,6.65
0.25,1/10/2016,Corpus Christi,Texas,55,7.11
0.11,1/10/2016,Dalhart,Texas,32,9.04
1.23,1/10/2016,Dallas,Texas,44,7.37
0.84,1/10/2016,Dallas-Fort Worth,Texas,44,7.87
0,1/10/2016,Del Rio,Texas,53,4.8
0.46,1/10/2016,El Paso,Texas,42,8.15
0.49,1/10/2016,Fort Worth,Texas,44,7.34
0.55,1/10/2016,Galveston,Texas,54,10.08
1.62,1/10/2016,Houston,Texas,53,6.64
0.29,1/10/2016,Lubbock,Texas,36,8.08
0.05,1/10/2016,Midland,Texas,42,8.64
0,1/10/2016,San Angelo,Texas,43,6.71
0.06,1/10/2016,San Antonio,Texas,51,4.42
1.5,1/10/2016,Victoria,Texas,52,6.75
0.22,1/10/2016,Waco,Texas,45,5.95
0.11,1/10/2016,Wichita Falls,Texas,39,9.68
0.29,1/10/2016,Salt Lake City,Utah,31,2.1
0.9,1/10/2016,Blacksburg,VA,34,4.11
0.52,1/10/2016,Burlington,Vermont,25,5.81
0.71,1/10/2016,Lynchburg,Virginia,35,3.3
0.11,1/10/2016,Norfolk,Virginia,44,11.3
0.68,1/10/2016,Richmond,Virginia,39,7.08
0.9,1/10/2016,Roanoke,Virginia,34,4.11
0.27,1/10/2016,Wallops Island,Virginia,40,7.78
0.79,1/10/2016,Washington,Virginia,37,6.91
0.09,1/10/2016,Deer Park,Washington,31,3.01
0.16,1/10/2016,Ephrata,Washington,32,2.58
0.34,1/10/2016,Olympia,Washington,36,0.92
0.38,1/10/2016,Quillayute,Washington,41,4.31
0.26,1/10/2016,Seattle,Washington,41,3.92
0.02,1/10/2016,Spokane,Washington,31,4.82
0.21,1/10/2016,Yakima,Washington,33,1.44
0.53,1/10/2016,Beckley,West Virginia,33,7.3
0.23,1/10/2016,Charleston,West Virginia,35,3.77
0.47,1/10/2016,Elkins,West Virginia,29,3.06
0.52,1/10/2016,Huntington,West Virginia,34,4.12
0.72,1/10/2016,Green Bay,Wisconsin,23,7.77
0.56,1/10/2016,La Crosse,Wisconsin,23,8.21
0.52,1/10/2016,Madison,Wisconsin,24,7.25
0.27,1/10/2016,Milwaukee,Wisconsin,27,8.01
0.3,1/10/2016,Casper,Wyoming,22,9.98
0.29,1/10/2016,Cheyenne,Wyoming,25,4.95
0.36,1/10/2016,Lander,Wyoming,15,0.7
0.3,1/10/2016,Rawlins,Wyoming,18,5.52
0.01,1/10/2016,Sheridan,Wyoming,22,2.97
0.34,1/17/2016,Birmingham,Alabama,42,3.94
0.16,1/17/2016,Huntsville,Alabama,39,4.57
2.24,1/17/2016,Mobile,Alabama,48,4.37
1.48,1/17/2016,Montgomery,Alabama,45,3.92
0.15,1/17/2016,Anchorage,Alaska,24,3.78
2.59,1/17/2016,Annette,Alaska,43,8.68
0.06,1/17/2016,Bethel,Alaska,16,20.24
0.17,1/17/2016,Bettles,Alaska,2,4.45
0.15,1/17/2016,Cold Bay,Alaska,32,13.8
1.17,1/17/2016,Cordova,Alaska,31,1.84
0.04,1/17/2016,Delta Junction/Ft Greely,Alaska,10,9.87
0,1/17/2016,Fairbanks,Alaska,-1,1.84
0.2,1/17/2016,Gulkana,Alaska,9,1
0.46,1/17/2016,Homer,Alaska,29,2.5
0,1/17/2016,Iliamna,Alaska,26,8.08
1.74,1/17/2016,Juneau,Alaska,36,3.87
0.26,1/17/2016,Kenai,Alaska,24,8.41
4.97,1/17/2016,Ketchikan,Alaska,42,10.3
0.11,1/17/2016,King Salmon,Alaska,29,8.61
0.35,1/17/2016,Kodiak,Alaska,35,11.8
0.03,1/17/2016,Kotzebue,Alaska,15,12.82
0.03,1/17/2016,Mc Grath,Alaska,1,1.24
0.06,1/17/2016,Nome,Alaska,18,9.64
0,1/17/2016,Northway,Alaska,7,0.41
0.01,1/17/2016,Palmer,Alaska,23,3.81
0,1/17/2016,Petersburg,Alaska,60,3.61
0,1/17/2016,Puntilla Lake,Alaska,60,0
0,1/17/2016,Shemya,Alaska,60,10.63
1.66,1/17/2016,Sitka,Alaska,44,12.07
0.42,1/17/2016,Skagway,Alaska,37,6.3
0.17,1/17/2016,St Paul Island,Alaska,29,16.75
0.1,1/17/2016,Talkeetna,Alaska,18,3.24
0,1/17/2016,Tanana,Alaska,1,5.85
0.03,1/17/2016,Utqiagvik (Barrow),Alaska,-4,15.85
1.62,1/17/2016,Yakutat,Alaska,34,2.44
0,1/17/2016,Douglas Bisbee,Arizona,41,4.02
0,1/17/2016,Kingman,Arizona,41,2.62
0,1/17/2016,Phoenix,Arizona,52,1.67
0,1/17/2016,Tucson,Arizona,49,1.95
0.06,1/17/2016,Winslow,Arizona,31,1.84
0,1/17/2016,Fort Smith,Arkansas,39,4.67
0,1/17/2016,Harrison,Arkansas,36,7.31
0.03,1/17/2016,North Little Rock,Arkansas,42,0
0.01,1/17/2016,Bakersfield,California,53,1.52
0,1/17/2016,Bishop,California,38,3.05
0,1/17/2016,China Lake,California,43,2.4
1.22,1/17/2016,Concord,California,52,4.11
4.93,1/17/2016,Eureka,California,53,0
0.13,1/17/2016,Fresno,California,51,2.27
1.04,1/17/2016,Hayward,California,54,4.65
0,1/17/2016,Long Beach,California,57,2.27
0,1/17/2016,Los Angeles,California,56,2.31
2.58,1/17/2016,Red Bluff,California,49,7.35
4.13,1/17/2016,Redding,California,47,4.5
1.09,1/17/2016,Sacramento,California,50,4.94
0.21,1/17/2016,Salinas,California,54,6.24
0.04,1/17/2016,San Diego,California,57,2.18
1.39,1/17/2016,San Francisco,California,54,5.37
0,1/17/2016,Sandberg,California,46,11.37
0,1/17/2016,Santa Barbara,California,55,1.54
0.05,1/17/2016,Santa Maria,California,56,1.5
0.86,1/17/2016,Stockton,California,50,5.32
0,1/17/2016,Alamosa,Colorado,3,1.72
0.02,1/17/2016,Colorado Springs,Colorado,29,3.48
0.33,1/17/2016,Craig,Colorado,6,1.78
0.01,1/17/2016,Denver,Colorado,29,6.7
0.03,1/17/2016,Grand Junction,Colorado,21,2.45
0,1/17/2016,Pueblo,Colorado,28,3.47
0.32,1/17/2016,Bridgeport,Connecticut,34,8.78
0.4,1/17/2016,Windsor Locks,Connecticut,30,7.04
0.45,1/17/2016,Newark,DE,34,7.75
0.45,1/17/2016,Wilmington,Delaware,34,7.75
2.39,1/17/2016,Daytona Beach,Florida,56,4.51
1.55,1/17/2016,Fort Lauderdale,Florida,67,7.05
1.37,1/17/2016,Gainesville,Florida,50,3.34
1.66,1/17/2016,Jacksonville,Florida,49,4.31
1.18,1/17/2016,Key West,Florida,69,9.78
1.97,1/17/2016,Miami,Florida,67,5.85
2.22,1/17/2016,Orlando,Florida,58,6.45
0.49,1/17/2016,Pensacola,Florida,50,4.84
1.69,1/17/2016,Tallahassee,Florida,51,3.68
1.6,1/17/2016,Tampa,Florida,59,6.1
2.32,1/17/2016,Vero Beach,Florida,61,6.1
1.58,1/17/2016,West Palm Beach,Florida,66,7.77
1.87,1/17/2016,Alma,Georgia,48,3.54
1.1,1/17/2016,Athens,Georgia,42,4.77
1.58,1/17/2016,Atlanta,Georgia,42,6.9
0.73,1/17/2016,Augusta,Georgia,44,4.91
0.9,1/17/2016,Macon,Georgia,45,4.85
1.82,1/17/2016,Savannah,Georgia,48,5.1
0.05,1/17/2016,Hilo,Hawaii,73,2.62
0,1/17/2016,Honolulu,Hawaii,73,1.54
0,1/17/2016,Kahului,Hawaii,71,3.07
0,1/17/2016,Kaunakakai,Hawaii,70,2.6
0,1/17/2016,Lihue,Hawaii,71,4.65
0.24,1/17/2016,Boise,Idaho,32,6.02
0.39,1/17/2016,Lewiston,Idaho,36,5.28
0.2,1/17/2016,Pocatello,Idaho,26,6.27
0.13,1/17/2016,Chicago,Illinois,21,11.2
0.01,1/17/2016,Moline,Illinois,20,11.21
0.03,1/17/2016,Peoria,Illinois,21,9.38
0,1/17/2016,Quincy,Illinois,24,11.27
0.06,1/17/2016,Rockford,Illinois,16,9.47
0.14,1/17/2016,Springfield,Illinois,26,11.17
0.13,1/17/2016,Evansville,Indiana,31,7.32
0.36,1/17/2016,Fort Wayne,Indiana,22,12.71
0.19,1/17/2016,Indianapolis,Indiana,24,11.1
0.4,1/17/2016,South Bend,Indiana,22,11.74
0,1/17/2016,Cedar Rapids,Iowa,16,12.57
0.04,1/17/2016,Des Moines,Iowa,20,10.51
0.05,1/17/2016,Dubuque,Iowa,16,11.17
0.01,1/17/2016,Sioux City,Iowa,16,7.7
0.02,1/17/2016,Waterloo,Iowa,11,9.1
0,1/17/2016,Concordia,Kansas,29,7.45
0.03,1/17/2016,Dodge City,Kansas,34,6.07
0,1/17/2016,Goodland,Kansas,30,9.48
0,1/17/2016,Medicine Lodge,Kansas,35,4.01
0,1/17/2016,Topeka,Kansas,30,6.17
0,1/17/2016,Wichita,Kansas,34,6.2
0.32,1/17/2016,Covington,Kentucky,29,9.3
0.17,1/17/2016,Jackson,Kentucky,32,3.6
0.12,1/17/2016,Lexington,Kentucky,31,9.88
0.15,1/17/2016,Louisville,Kentucky,31,9.22
0.05,1/17/2016,Paducah,Kentucky,34,6.31
1.15,1/17/2016,Baton Rouge,Louisiana,49,3.87
0.3,1/17/2016,Lake Charles,Louisiana,49,3.52
1.4,1/17/2016,New Orleans,Louisiana,53,6.21
0.03,1/17/2016,Shreveport,Louisiana,46,4.24
1.22,1/17/2016,Slidell,Louisiana,49,2.48
0.32,1/17/2016,Bangor,Maine,21,5.27
0.65,1/17/2016,Caribou,Maine,14,6.17
1.13,1/17/2016,Portland,Maine,26,7.44
0.29,1/17/2016,Baltimore,Maryland,34,6.44
1.53,1/17/2016,Salisbury,Maryland,36,6.84
1.4,1/17/2016,Boston,Massachusetts,32,10.74
0,1/17/2016,Milton,Massachusetts,60,10.58
0.82,1/17/2016,Worcester,Massachusetts,26,9.22
0.54,1/17/2016,Alpena,Michigan,18,6.11
0.51,1/17/2016,Detroit,Michigan,23,11.27
0.3,1/17/2016,Flint,Michigan,24,10.68
0.51,1/17/2016,Grand Rapids,Michigan,21,9.8
0.3,1/17/2016,Houghton Lake,Michigan,17,7.62
0.24,1/17/2016,Lansing,Michigan,21,10.92
0.37,1/17/2016,Marquette,Michigan,7,0
0.87,1/17/2016,Muskegon,Michigan,22,9.25
0.46,1/17/2016,Sault Ste Marie,Michigan,9,4.85
0.31,1/17/2016,Duluth,Minnesota,-1,9.84
0.1,1/17/2016,International Falls,Minnesota,-7,5.2
0.03,1/17/2016,Minneapolis,Minnesota,5,8.41
0.02,1/17/2016,Rochester,Minnesota,3,11.48
0.04,1/17/2016,St Cloud,Minnesota,2,7.98
0,1/17/2016,Greenville,Mississippi,43,5.97
0.02,1/17/2016,Greenwood,Mississippi,42,3.5
1.33,1/17/2016,Gulfport,Mississippi,49,3.67
0.71,1/17/2016,Hattiesburg,Mississippi,47,3.25
0.01,1/17/2016,Jackson,Mississippi,45,4.22
0.1,1/17/2016,Meridian,Mississippi,44,3.55
0.18,1/17/2016,Tupelo,Mississippi,41,5.01
0.12,1/17/2016,Cape Girardeau,Missouri,33,7.55
0.03,1/17/2016,Columbia,Missouri,28,9.5
0.06,1/17/2016,Kansas City,Missouri,28,8.87
0.04,1/17/2016,Rolla/Vichy,Missouri,29,10.21
0.12,1/17/2016,Springfield,Missouri,33,9.04
0,1/17/2016,St Joseph,Missouri,26,8.68
0.1,1/17/2016,St Louis,Missouri,32,9.24
0.2,1/17/2016,Billings,Montana,26,12.5
0.09,1/17/2016,Butte,Montana,16,1.27
0.33,1/17/2016,Cut Bank,Montana,22,12.58
0,1/17/2016,Dillon,Montana,21,11.6
0.03,1/17/2016,Glasgow,Montana,11,5.87
0.34,1/17/2016,Great Falls,Montana,25,10.37
0.21,1/17/2016,Havre,Montana,17,9.31
0.11,1/17/2016,Helena,Montana,25,3.1
0.45,1/17/2016,Kalispell,Montana,30,3.08
0.13,1/17/2016,Miles City,Montana,20,6.2
0.26,1/17/2016,Missoula,Montana,23,0.77
0.04,1/17/2016,Grand Island,Nebraska,26,8.32
0.04,1/17/2016,Lincoln,Nebraska,25,7.34
0.02,1/17/2016,Norfolk,Nebraska,21,9.01
0.03,1/17/2016,North Platte,Nebraska,27,7.05
0.04,1/17/2016,Omaha,Nebraska,22,8.28
0.02,1/17/2016,Scottsbluff,Nebraska,26,9.05
0.01,1/17/2016,Sidney,Nebraska,26,11.85
0.07,1/17/2016,Valentine,Nebraska,22,8.32
0.21,1/17/2016,Ely,Nevada,17,8.45
0.48,1/17/2016,Eureka,Nevada,21,3.54
0,1/17/2016,Las Vegas,Nevada,45,1.44
0,1/17/2016,Mercury,Nevada,41,3.42
0.13,1/17/2016,Reno,Nevada,38,4.6
0.39,1/17/2016,Winnemucca,Nevada,31,5.87
0.45,1/17/2016,Concord,New Hampshire,25,5.57
0,1/17/2016,Mt. Washington,New Hampshire,60,43.85
0.83,1/17/2016,Atlantic City,New Jersey,33,8.05
0.34,1/17/2016,Newark,New Jersey,35,9.38
0,1/17/2016,Albuquerque,New Mexico,34,6.34
0,1/17/2016,Clayton,New Mexico,35,4.98
0,1/17/2016,Roswell,New Mexico,38,4.51
0.31,1/17/2016,Albany,New York,27,6.57
0.52,1/17/2016,Binghamton,New York,23,7.28
0.77,1/17/2016,Buffalo,New York,24,10.52
0.24,1/17/2016,Glens Falls,New York,24,4.47
0.59,1/17/2016,Islip,New York,35,9.08
0.31,1/17/2016,New York,New York,37,10.01
0.35,1/17/2016,Rochester,New York,26,10.5
0.52,1/17/2016,Syracuse,New York,25,10.32
1.21,1/17/2016,Asheville,North Carolina,34,6.58
1.33,1/17/2016,Cape Hatteras,North Carolina,47,8.34
0.97,1/17/2016,Charlotte,North Carolina,41,4.27
0.61,1/17/2016,Greensboro,North Carolina,39,5.6
1.4,1/17/2016,Hickory,North Carolina,38,2.88
0.5,1/17/2016,Raleigh/Durham,North Carolina,41,3.85
1.45,1/17/2016,Wilmington,North Carolina,45,5.88
0.12,1/17/2016,Bismarck,North Dakota,9,6.18
0.04,1/17/2016,Dickinson,North Dakota,11,9.95
0.27,1/17/2016,Fargo,North Dakota,-3,6.81
0.28,1/17/2016,Grand Forks,North Dakota,-6,7.31
0.15,1/17/2016,Williston,North Dakota,8,5.81
0.33,1/17/2016,Akron,Ohio,24,11.85
0.4,1/17/2016,Cleveland,Ohio,25,13.27
0.23,1/17/2016,Columbus,Ohio,26,9.61
0.32,1/17/2016,Dayton,Ohio,23,12.37
0.39,1/17/2016,Mansfield,Ohio,23,11.87
0.53,1/17/2016,Toledo,Ohio,23,11.81
0.41,1/17/2016,Youngstown/Warren,Ohio,24,10.61
0.01,1/17/2016,Gage,Oklahoma,36,3.9
0,1/17/2016,Oklahoma City,Oklahoma,39,6.74
0,1/17/2016,Ponca City,Oklahoma,37,3.47
0,1/17/2016,Tulsa,Oklahoma,38,7
4.01,1/17/2016,Astoria,Oregon,48,6.82
0.45,1/17/2016,Burns,Oregon,25,1.78
2.94,1/17/2016,Eugene,Oregon,45,5.82
2.3,1/17/2016,Medford,Oregon,43,2.91
0.88,1/17/2016,Pendleton,Oregon,38,3.1
3.68,1/17/2016,Portland,Oregon,43,10.4
0.5,1/17/2016,Redmond,Oregon,37,5.97
3.38,1/17/2016,Salem,Oregon,44,4.98
0.35,1/17/2016,Allentown,Pennsylvania,31,6.05
0.94,1/17/2016,Erie,Pennsylvania,27,12.41
0.37,1/17/2016,Harrisburg,Pennsylvania,32,6.42
0.4,1/17/2016,Philadelphia,Pennsylvania,36,8.68
0.44,1/17/2016,Pittsburgh,Pennsylvania,25,8.61
0.33,1/17/2016,Wilkes-Barre/Scranton,Pennsylvania,27,5.02
0.27,1/17/2016,Williamsport,Pennsylvania,27,5.91
0.11,1/17/2016,San Juan,Puerto Rico,78,4.28
1.17,1/17/2016,Providence,Rhode Island,32,7.8
1,1/17/2016,Anderson,South Carolina,42,6
1.69,1/17/2016,Charleston,South Carolina,48,5.04
0.81,1/17/2016,Columbia,South Carolina,44,4.88
1.49,1/17/2016,Greer,South Carolina,41,5.17
0.05,1/17/2016,Aberdeen,South Dakota,7,7.18
0.04,1/17/2016,Huron,South Dakota,8,7.28
0.12,1/17/2016,Pierre,South Dakota,16,7.71
0.09,1/17/2016,Rapid City,South Dakota,23,6.98
0.02,1/17/2016,Sioux Falls,South Dakota,9,6.31
0.5,1/17/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,32,5.47
0.28,1/17/2016,Chattanooga,Tennessee,38,3.3
0.35,1/17/2016,Clarksville,Tennessee,35,7.61
0.07,1/17/2016,Crossville,Tennessee,33,4.94
0.44,1/17/2016,Knoxville,Tennessee,35,5.48
0.05,1/17/2016,Memphis,Tennessee,42,5.65
0.37,1/17/2016,Nashville,Tennessee,37,5.78
0.43,1/17/2016,Oak Ridge,Tennessee,35,1.32
0,1/17/2016,Abilene,Texas,46,6.12
0.11,1/17/2016,Amarillo,Texas,37,3.88
0.01,1/17/2016,Austin/Bergstrom,Texas,48,3.55
0,1/17/2016,Austin/City,Texas,52,1.52
0.32,1/17/2016,Beaumont/Port Arthur,Texas,51,4.55
0.17,1/17/2016,Brownsville,Texas,59,5.07
0.17,1/17/2016,Childress,Texas,41,3.61
0.05,1/17/2016,College Station,Texas,49,3.78
0.02,1/17/2016,Corpus Christi,Texas,55,5.81
0,1/17/2016,Dalhart,Texas,33,3.47
0.01,1/17/2016,Dallas,Texas,47,5.41
0.01,1/17/2016,Dallas-Fort Worth,Texas,47,7.51
0,1/17/2016,Del Rio,Texas,52,5.07
0,1/17/2016,El Paso,Texas,44,5.45
0.01,1/17/2016,Fort Worth,Texas,48,6.54
0.82,1/17/2016,Galveston,Texas,53,6.61
0.25,1/17/2016,Houston,Texas,52,3.57
0.01,1/17/2016,Lubbock,Texas,40,5.74
0,1/17/2016,Midland,Texas,45,6.05
0,1/17/2016,San Angelo,Texas,47,6.61
0,1/17/2016,San Antonio,Texas,52,3.6
0.29,1/17/2016,Victoria,Texas,51,4.17
0,1/17/2016,Waco,Texas,46,5.64
0.3,1/17/2016,Wichita Falls,Texas,44,6.84
0.11,1/17/2016,Salt Lake City,Utah,30,3.11
0.5,1/17/2016,Blacksburg,VA,35,8.55
0.2,1/17/2016,Burlington,Vermont,24,6.12
0.75,1/17/2016,Lynchburg,Virginia,34,3.8
1.59,1/17/2016,Norfolk,Virginia,42,6.84
0.85,1/17/2016,Richmond,Virginia,38,7.11
0.5,1/17/2016,Roanoke,Virginia,35,8.55
1.18,1/17/2016,Wallops Island,Virginia,38,6.98
0.38,1/17/2016,Washington,Virginia,37,6.21
1.22,1/17/2016,Deer Park,Washington,30,2.87
0.6,1/17/2016,Ephrata,Washington,32,4.7
2.22,1/17/2016,Olympia,Washington,42,3.62
4.67,1/17/2016,Quillayute,Washington,46,5.54
2.2,1/17/2016,Seattle,Washington,44,6.77
1.05,1/17/2016,Spokane,Washington,31,4.6
0.66,1/17/2016,Yakima,Washington,34,1.72
0.32,1/17/2016,Beckley,West Virginia,28,8.2
0.22,1/17/2016,Charleston,West Virginia,29,6.02
0.36,1/17/2016,Elkins,West Virginia,25,5.71
0.19,1/17/2016,Huntington,West Virginia,30,6.24
0.09,1/17/2016,Green Bay,Wisconsin,10,10.78
0.02,1/17/2016,La Crosse,Wisconsin,9,8.84
0.04,1/17/2016,Madison,Wisconsin,11,6.34
0.09,1/17/2016,Milwaukee,Wisconsin,14,9.31
0.07,1/17/2016,Casper,Wyoming,23,16.27
0.12,1/17/2016,Cheyenne,Wyoming,27,12.52
0,1/17/2016,Lander,Wyoming,19,1.22
0.1,1/17/2016,Rawlins,Wyoming,21,18.21
0.33,1/17/2016,Sheridan,Wyoming,24,5.85
1.55,1/24/2016,Birmingham,Alabama,36,6.01
2.38,1/24/2016,Huntsville,Alabama,33,6.44
2.53,1/24/2016,Mobile,Alabama,47,6.6
2.77,1/24/2016,Montgomery,Alabama,42,4.62
0,1/24/2016,Anchorage,Alaska,23,3.64
1.95,1/24/2016,Annette,Alaska,43,12.18
0.04,1/24/2016,Bethel,Alaska,8,19.64
0,1/24/2016,Bettles,Alaska,-9,5.27
0.19,1/24/2016,Cold Bay,Alaska,31,4.81
1.05,1/24/2016,Cordova,Alaska,37,4.77
0,1/24/2016,Delta Junction/Ft Greely,Alaska,9,10.57
0,1/24/2016,Fairbanks,Alaska,-3,6.34
0,1/24/2016,Gulkana,Alaska,-5,0.57
0.22,1/24/2016,Homer,Alaska,32,3.67
0,1/24/2016,Iliamna,Alaska,25,11.24
1.05,1/24/2016,Juneau,Alaska,37,7.6
0,1/24/2016,Kenai,Alaska,25,9.8
2.71,1/24/2016,Ketchikan,Alaska,43,13.33
0,1/24/2016,King Salmon,Alaska,27,11.1
4.22,1/24/2016,Kodiak,Alaska,36,13.55
0.03,1/24/2016,Kotzebue,Alaska,-2,5.92
0,1/24/2016,Mc Grath,Alaska,-4,2.44
0.01,1/24/2016,Nome,Alaska,6,7.08
0,1/24/2016,Northway,Alaska,3,0.48
0,1/24/2016,Palmer,Alaska,23,5.52
0,1/24/2016,Petersburg,Alaska,60,3.57
0,1/24/2016,Puntilla Lake,Alaska,60,0
0,1/24/2016,Shemya,Alaska,60,12.17
1.94,1/24/2016,Sitka,Alaska,43,12.14
0.54,1/24/2016,Skagway,Alaska,35,11.22
0.2,1/24/2016,St Paul Island,Alaska,30,13.24
0.04,1/24/2016,Talkeetna,Alaska,24,7.8
0,1/24/2016,Tanana,Alaska,0,9.07
0.1,1/24/2016,Utqiagvik (Barrow),Alaska,-8,12.58
4.25,1/24/2016,Yakutat,Alaska,37,7.81
0,1/24/2016,Douglas Bisbee,Arizona,47,3.18
0.06,1/24/2016,Kingman,Arizona,47,4.24
0,1/24/2016,Phoenix,Arizona,58,1.84
0,1/24/2016,Tucson,Arizona,56,3.54
0.01,1/24/2016,Winslow,Arizona,39,3.48
0.02,1/24/2016,Fort Smith,Arkansas,35,6.25
0.16,1/24/2016,Harrison,Arkansas,28,6.4
1.57,1/24/2016,North Little Rock,Arkansas,31,0
0.32,1/24/2016,Bakersfield,California,54,2.35
0.19,1/24/2016,Bishop,California,39,2.6
0,1/24/2016,China Lake,California,46,3.81
1.54,1/24/2016,Concord,California,55,3.75
2.53,1/24/2016,Eureka,California,53,0
1.96,1/24/2016,Fresno,California,53,3.72
1.15,1/24/2016,Hayward,California,55,3.75
0.06,1/24/2016,Long Beach,California,59,1.72
0.07,1/24/2016,Los Angeles,California,58,3.11
2.06,1/24/2016,Red Bluff,California,52,10.51
1.98,1/24/2016,Redding,California,52,7.9
1.84,1/24/2016,Sacramento,California,54,5.17
2.29,1/24/2016,Salinas,California,56,6.72
0.01,1/24/2016,San Diego,California,61,3.21
1.91,1/24/2016,San Francisco,California,55,5.95
0.24,1/24/2016,Sandberg,California,47,9.14
0.61,1/24/2016,Santa Barbara,California,57,2.08
0.44,1/24/2016,Santa Maria,California,57,3.62
2.21,1/24/2016,Stockton,California,53,7.48
0.03,1/24/2016,Alamosa,Colorado,15,1.92
0,1/24/2016,Colorado Springs,Colorado,38,5.7
0.33,1/24/2016,Craig,Colorado,16,2.58
0.01,1/24/2016,Denver,Colorado,36,3.88
0.17,1/24/2016,Grand Junction,Colorado,25,2.8
0,1/24/2016,Pueblo,Colorado,39,4.58
0.71,1/24/2016,Bridgeport,Connecticut,27,13.46
0.1,1/24/2016,Windsor Locks,Connecticut,25,12.91
1.17,1/24/2016,Newark,DE,25,14.62
1.17,1/24/2016,Wilmington,Delaware,25,14.62
0.93,1/24/2016,Daytona Beach,Florida,50,6.2
2.02,1/24/2016,Fort Lauderdale,Florida,61,9.75
0.35,1/24/2016,Gainesville,Florida,46,5.21
0.05,1/24/2016,Jacksonville,Florida,45,6.37
0.87,1/24/2016,Key West,Florida,65,11.98
0.99,1/24/2016,Miami,Florida,61,7.57
0.07,1/24/2016,Orlando,Florida,52,8.25
2.06,1/24/2016,Pensacola,Florida,44,6.76
1.1,1/24/2016,Tallahassee,Florida,46,6.61
0.66,1/24/2016,Tampa,Florida,55,6.65
